id,fire_name,county_id,county_name,location,latitude,longitude,minimum_temp,maximum_temp,average_temp,wind_speed,air_pressure,precipitation
523,Humboldt Fire,4,Butte,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",39.76243,-121.74121000000001,13.0,33.0,27.0,6.0,1016.0,0.0
524,Coalinga Fire,10,Fresno,"Mendota Road and Interstate 5, 12 miles north of Coalinga",36.361129999999996,-120.32685,25.0,38.0,32.0,9.0,1012.0,0.1
525,Lariat Fire,43,Santa Clara,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",37.39801,-121.8179,13.0,31.0,25.0,8.0,1012.0,0.0
526,Church Fire,37,San Diego,"off Highway 94 and Church Rd, Campo Indian Reservation ",32.64962,-116.37345,9.0,24.0,20.0,8.0,1014.0,0.0
527,Oakmont Fire (Central LNU Complex),49,Sonoma,east side of Highway 12 near the Oakmont community,38.46123,-122.58152,10.0,27.0,19.0,9.0,1019.0,0.0
528,Long Fire,17,Lake,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",39.0199,-122.57486999999999,10.0,25.0,19.0,11.0,1020.0,0.0
529,Timm Fire,48,Solano,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",38.43658,-121.97233,16.0,27.0,22.0,27.0,1011.0,0.0
530,Bally Fire,43,Santa Clara,"Ballybunion Ct, Gilroy",36.99092,-121.59898999999999,23.0,39.0,33.0,3.0,1011.0,0.0
531,Tilton Fire,43,Santa Clara,Hale Ave and Tilton Ave in Morgan Hill,37.14653,-121.68165,14.0,32.0,26.0,4.0,1014.0,0.0
532,Mile Fire,36,San Bernardino,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",34.19076,-117.26969,25.0,38.0,34.0,6.0,1015.0,0.0
533,Auberry Fire,10,Fresno,"off Auberry Rd, north of Clovis",36.95104,-119.65621000000002,20.0,39.0,34.0,10.0,1015.0,0.0
534,Wilbur Fire,4,Butte,"Wilbur rd, north of Oroville Dam blvd    ",39.52499,-121.64896999999999,16.0,31.0,27.0,6.0,1012.0,0.0
535,Daulton Fire,20,Madera,"Road 29 and Ave 24, near Daulton",37.09773,-120.02027,23.0,44.0,37.0,16.0,1018.0,0.0
536,Ridge Fire,17,Lake,"Bartlett Springs, community of Clearlake",39.15016,-122.57600000000001,17.0,31.0,26.0,3.0,1015.0,0.0
537,Vista Fire,56,Ventura,off Hwy 33 & Casitas Vista Rd,34.34949,-119.30918,21.0,34.0,28.0,11.0,1019.0,0.0
538,Saw Fire,12,Humboldt,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",40.117940000000004,-123.76098999999999,15.0,20.0,18.0,3.0,1014.0,0.0
539,Dollar Fire,36,San Bernardino,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",34.20152,-117.14466000000002,22.0,34.0,31.0,5.0,1011.0,0.0
540,Country Fire,27,Monterey,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,35.86596,-120.64583999999999,18.0,31.0,26.0,4.0,1014.0,0.0
541,Holiday Fire,9,El Dorado,"off Hwy 395, south of Gardnerville in Nevada",38.869036,-119.61865,-4.0,14.0,4.0,6.0,1026.0,0.0
542,Mills File,32,Plumas,"Hwy 89, ¼ mile north of Crescent Mills",40.13278,-120.9204,18.0,35.0,28.0,1.0,1016.0,0.0
543,Fountain Fire ,54,Tulare,"off Avenue 56 & Road 256, 2 miles east of Ducor",35.89423,-119.00334,17.0,25.0,21.0,11.0,1011.0,0.0
544,Castro Fire,43,Santa Clara,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",36.96607,-121.55552,17.0,35.0,28.0,1.0,1011.0,0.0
545,Spring Fire ,52,Tehama,"off of Spring Branch Rd, 7 miles east of Cottonwood",40.38944,-122.13088,14.0,31.0,26.0,5.0,1013.0,0.0
546,McCourtney Fire (Wind Complex),29,Nevada,"McCourtney Rd and Hwy 20, Grass Valley",39.19325,-121.08406000000001,13.0,27.0,21.0,23.0,1016.0,0.0
547,Tivy Fire,10,Fresno,near Tivy Mountain,36.8005,-119.35901000000001,7.0,17.0,14.0,8.0,1010.0,0.0
548,Linne Fire,40,San Luis Obispo,"Linne Rd x Geneseo Rd, east of Paso Robles",35.5956,-120.56068,17.0,28.0,23.0,5.0,1011.0,0.0
549,Axel Fire,9,El Dorado,"Axel Ct & Barrister Ct, Rescue",38.7803,-120.97111000000001,21.0,39.0,34.0,6.0,1014.0,0.0
550,Lynch Fire,40,San Luis Obispo,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",35.786159999999995,-120.96513999999999,12.0,25.0,20.0,8.0,1017.0,0.0
551,Ellis Fire,33,Riverside,"off of Mc Pherson Road, Perris",33.75526,-117.25075,19.0,34.0,28.0,2.0,1011.0,0.0
552,Camatta Fire,40,San Luis Obispo,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",35.4403,-120.2913,21.0,32.0,28.0,6.0,1012.0,0.7
553,Felipe Fire,43,Santa Clara,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",37.25014,-121.68562,13.0,32.0,26.0,7.0,1012.0,0.0
554,Manning Fire,10,Fresno,"Interstate 5 and Manning Avenue, north of Coalinga",36.60736,-120.5828,14.0,32.0,27.0,3.0,1015.0,0.0
555,Orange Fire,50,Stanislaus,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",37.82934,-120.68992,19.0,38.0,33.0,5.0,1010.0,0.0
556,Placentia Fire,33,Riverside,"Placentia Ave. at Eureka St, Nuevo",33.819759999999995,-117.18552,22.0,33.0,29.0,3.0,1012.0,0.0
557,Westfall Fire,22,Mariposa,west of  Westfall Road and north of Whiterock Road,37.36914,-120.0088,9.0,30.0,25.0,8.0,1015.0,0.0
558,Montezuma Fire,37,San Diego,"Montezuma Valley Rd., near the Community of Borrego Springs.",33.20988,-116.46988999999999,18.0,39.0,33.0,6.0,1010.0,0.0
559,Bottle Fire,17,Lake,Bottle Rock Rd and Highway 29 in Kelseyville,38.94599,-122.81135,17.0,35.0,30.0,4.0,1014.0,0.0
560,Bolla Fire,52,Tehama,"Hwy 36 West, off Tedoc Roadd, west of Platina",40.32063,-122.83208,8.0,31.0,26.0,5.0,1016.0,0.0
561,Slides Fire,17,Lake,"Elk Mountain Rd, west of Lake Pillsbury",39.42604,-123.03343999999998,15.0,33.0,26.0,4.0,1013.0,1.0
562,Hogback Fire,54,Tulare,"off of Hogback Rd and Whitaker Forest Dr, Badger",36.644040000000004,-118.99943999999999,17.0,36.0,30.0,5.0,1013.0,0.0
563,Live Fire,52,Tehama,"Live Oak Road, Community of Ridgway, west of Red Bluff",40.1583,-122.3209,21.0,40.0,35.0,4.0,1014.0,0.0
564,Freedom Fire,10,Fresno,"Ashland and Riverbend Ave, Sanger City",36.81476,-119.51592,20.0,39.0,34.0,5.0,1016.0,0.0
565,Bogus Fire,47,Siskiyou,Ager Beswick Rd. and Crest Ln. south of Copco Lake,41.93006,-122.36545,11.0,30.0,25.0,5.0,1020.0,0.0
566,Estate Fire,48,Solano,"Estate Rd & John Wayne Rd, north of Vacaville",38.4446,-122.0041,14.0,26.0,21.0,10.0,1013.0,0.0
567,Owens Fire,47,Siskiyou,"off of Owens Rd and Hwy 97, northeast of Dorris ",41.99483,-121.90077,14.0,32.0,27.0,3.0,1015.0,0.0
568,Topanga Fire,19,Los Angeles,Off Topanga Canyon & Pacific Coast Hwy in Malibu,34.03941,-118.58623999999999,15.0,25.0,22.0,3.0,1013.0,0.0
569,Quimby Fire,43,Santa Clara,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",37.334540000000004,-121.76323000000001,15.0,35.0,28.0,9.0,1010.0,0.0
570,Weller Fire,43,Santa Clara,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",37.44485,-121.84108,20.0,34.0,29.0,3.0,1015.0,0.0
571,Tank Fire,15,Kern,"Hwy 58 and Keene Ranch Rd, community of Keene",35.215559999999996,-118.56578,14.0,25.0,21.0,8.0,1012.0,0.0
572,Extension Fire,33,Riverside,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",33.8826,-117.00589,20.0,31.0,27.0,14.0,1020.0,0.0
573,Wilson Fire,19,Los Angeles,off Mount Wilson Circle near the Mount Wilson Observatory ,34.22551,-118.05545,22.0,31.0,28.0,5.0,1017.0,0.0
574,Skeggs Fire,41,San Mateo,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",37.41591,-122.3001,22.0,30.0,26.0,3.0,1011.0,0.0
575,Calgary Fire,15,Kern,"Old State Rd & Dollar Rd, Wofford Heights",35.70639,-118.47306999999999,17.0,28.0,24.0,5.0,1013.0,0.0
576,Lago Fire,33,Riverside,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",33.877390000000005,-117.16215,15.0,33.0,29.0,2.0,1015.0,0.0
577,Douglas Fire,37,San Diego,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",33.23281,-117.29508999999999,15.0,23.0,20.0,2.0,1014.0,0.0
578,Serenas Fire,33,Riverside,off Avenue 64 and Las Serenas Street,33.585770000000004,-116.07428999999999,14.0,33.0,28.0,12.0,1013.0,0.0
579,Bitterwater Fire,35,San Benito,Airline Hwy and Bitterwater Road,36.38109,-121.00391,10.0,28.0,20.0,6.0,1016.0,0.0
580,Zenon Fire,40,San Luis Obispo,"off Zenon Way, Nipomo ",35.06472,-120.5634,15.0,26.0,22.0,6.0,1016.0,0.0
581,Whitepine Fire,47,Siskiyou,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",41.8721,-122.4571,9.0,26.0,22.0,3.0,1014.0,0.0
582,Riverbottom Fire,33,Riverside,"Mission Inn Ave. and Redwood Dr., Riverside",33.9885,-117.38417,8.0,14.0,12.0,15.0,1019.0,0.0
583,Pozo Fire,40,San Luis Obispo,near 3055  West Pozo Rd,35.28738,-120.44448,15.0,26.0,21.0,6.0,1008.0,0.0
584,Grace Fire,45,Shasta,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",40.487120000000004,-121.85645,8.0,18.0,13.0,10.0,1018.0,0.0
585,Mines Fire,1,Alameda,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",37.561809999999994,-121.56425,26.0,39.0,34.0,6.0,1014.0,0.0
586,Roser Fire,52,Tehama,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",39.81517,-122.28165,10.0,20.0,16.0,3.0,1014.0,0.0
587,Lockwood Fire,27,Monterey,off San Lucas Rd and Martinez Rd,35.96275,-121.08753,16.0,31.0,26.0,5.0,1014.0,0.0
588,Jones Fire,25,Modoc,"Off Hwy 395, south of Alturas",41.38247,-120.53443,10.0,23.0,21.0,5.0,1013.0,0.0
589,Stokes Fire,19,Los Angeles,Stokes Rd. and Mulholland Dr in Calabasas ,34.104459999999996,-118.70293999999998,19.0,24.0,23.0,2.0,1013.0,0.0
590,Feed Fire,15,Kern,"Sabastian Rd and Wheeler, southeast of Arvin ",35.05076,-118.90003999999999,0.0,21.0,14.0,7.0,1010.0,0.0
591,Riverdale Fire,33,Riverside," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",33.965140000000005,-117.4764,13.0,20.0,16.0,4.0,1017.0,0.0
592,Palm Fire,33,Riverside,"Off Palm Dr & 20th Ave, Desert Hot Springs",33.90327,-116.50151000000001,11.0,29.0,21.0,13.0,1017.0,0.0
593,Freeway Fire,36,San Bernardino,"Interstate 15 and Interstate 210, Rancho Cucamonga",34.13534,-117.4982,25.0,34.0,30.0,12.0,1019.0,0.0
594,Lakewood Fire,15,Kern,"Todd Ct and Brick Dr, east of Lake Isabella",35.59302,-118.46734,15.0,23.0,20.0,3.0,1014.0,0.0
595,Hole Fire,8,Del Norte,"off Low Divide Rd, west of Rockland",41.98128,-124.01168,16.0,26.0,22.0,4.0,1014.0,0.0
596,Translator Fire,12,Humboldt,"Tish Tang Road and Hostler, Hoopa",41.02705,-123.63721000000001,17.0,38.0,29.0,6.0,1016.0,0.0
597,Vestal Fire,52,Tehama,"Hwy 36 and Vestal Road, west of Red Bluff",40.29831,-122.70448999999999,19.0,39.0,33.0,5.0,1014.0,0.0
598,Reservation Fire,27,Monterey,"off Reservation Rd and Blanco Rd, east of the city of Marina",36.66684,-121.74826000000002,15.0,31.0,26.0,5.0,1014.0,0.0
599,Spenceville Fire,58,Yuba,"Spenceville Rd & Monarch Trail Dr, Wheatland",39.065220000000004,-121.3519,22.0,36.0,31.0,9.0,1010.0,0.0
600, Bridge Fire,45,Shasta,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ",40.774,-122.309,8.0,25.0,18.0,9.0,1014.0,0.0
601,Banderilla Fire,22,Mariposa,"Banderilla Dr & Hidalgo St, north of Hayward",37.65963,-120.34801999999999,21.0,40.0,33.0,7.0,1018.0,0.0
602,Melba Fire,33,Riverside,Hy 74 and Melba Avenue,33.74925,-117.10301000000001,19.0,31.0,27.0,3.0,1012.0,0.0
603,Spaletta Fire,21,Marin,"Point Reyes - Petaluma Road, Petaluma",38.08055,-122.77846000000001,12.0,19.0,17.0,8.0,1013.0,0.0
604,Breckenridge Fire,15,Kern,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",35.373509999999996,-118.84133999999999,13.0,28.0,24.0,2.0,1014.0,0.0
605,Meyers Fire,36,San Bernardino,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",34.21829,-117.40625,6.0,16.0,11.0,23.0,1021.0,0.0
606,Ellie Fire,33,Riverside,"Ellie Way and El Toro Road, Lake Elsinore",33.73547,-117.33363999999999,22.0,33.0,29.0,5.0,1014.0,0.0
607,Miller Fire,12,Humboldt,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",40.036970000000004,-123.64214,15.0,25.0,21.0,18.0,1014.0,0.0
608,Christmas Fire,33,Riverside,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",33.763304,-117.314994,21.0,39.0,34.0,1.0,1012.0,0.1
609,Creek Fire ,15,Kern,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",35.60633,-118.4642,10.0,28.0,20.0,5.0,1011.0,0.0
610,Sandy Fire,53,Trinity,"North of Hwy 299, west of Del Loma",40.804,-123.375,20.0,39.0,34.0,5.0,1013.0,0.0
611,Shore Fire,27,Monterey,"Jolon Rd and Frudden Rd, near Lockwood",35.90092,-120.93371,18.0,33.0,29.0,10.0,1015.0,0.0
612,Pleyto Fire,27,Monterey,"New Pleyto Road cross of Stern st, Lockwood",35.902149,-120.98368400000001,10.0,19.0,16.0,14.0,1014.0,0.0
613,York Fire,27,Monterey,"off York Road and S Boundary Road, east of Monterey ",36.5858,-121.80377,16.0,28.0,23.0,10.0,1018.0,0.0
614,Juniper Fire,10,Fresno,"off of Highway 198 west of Parsons Road, Coalinga",36.099681,-120.443545,21.0,32.0,28.0,8.0,1015.0,0.0
615,Hub Fire,15,Kern,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",35.60001,-118.4683,1.0,15.0,10.0,9.0,1016.0,0.0
616,Castaic Fire,19,Los Angeles,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",34.52055,-118.62881999999999,28.0,38.0,35.0,8.0,1010.0,0.0
617,Blocksburg Fire,12,Humboldt,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",40.27582,-123.64281000000001,15.0,20.0,18.0,3.0,1014.0,0.0
618,Timber Fire,33,Riverside,"off Moreno Beach Dr & Locust, north of Moreno Valley",33.968959999999996,-117.25411000000001,16.0,33.0,28.0,3.0,1015.0,0.0
619,Ice Fire,9,El Dorado,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",38.77921,-120.46234,9.0,22.0,17.0,9.0,1017.0,0.0
620,Benson Fire,52,Tehama,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",40.29118,-122.42606,20.0,40.0,35.0,6.0,1015.0,0.0
621,32 Fire,4,Butte,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",39.8255,-121.7127,12.0,28.0,22.0,9.0,1016.0,0.0
622,4-4 Fire,25,Modoc,"4 miles east of Dorris Reservoir, east of Alturas",41.4844,-120.36658999999999,16.0,30.0,26.0,10.0,1013.0,0.0
623,Nuevo Fire,33,Riverside,Hansen Avenue and Nuevo Road in Nuevo,33.79925,-117.11658999999999,16.0,34.0,29.0,2.0,1011.0,0.0
624,4-10 Fire,25,Modoc,"off Highway 395 and County Road 118, 16 miles north of Alturas.",41.644690000000004,-120.31813999999999,16.0,30.0,26.0,10.0,1013.0,0.0
625,Vernon Fire,33,Riverside,Off Soboba Road in San Jacinto,33.82165,-116.96078999999999,15.0,33.0,28.0,0.0,1010.0,0.0
626,Jasper Fire,58,Yuba,"Jasper lane and Levee road, 1 mile NE of Wheatland",39.03168,-121.40947,17.0,34.0,28.0,10.0,1013.0,0.0
627,Trellis Fire,33,Riverside,State Highway 74 near Trellis Lane,33.71025,-117.31924,18.0,34.0,30.0,1.0,1009.0,0.0
628,Fairview Fire,33,Riverside,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",33.94788,-116.59719,16.0,29.0,26.0,13.0,1008.0,0.0
629,Cove Fire,40,San Luis Obispo,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",35.76343,-121.04445,12.0,22.0,19.0,8.0,1012.0,0.0
630,Border 9 Fire,37,San Diego,1 mile west of Tecate Port Of Entry in Potrero,32.59252,-116.61608999999999,23.0,31.0,28.0,3.0,1012.0,0.1
631,Hopper Fire,45,Shasta,"Oak Run Road and Hopper Lane, Oak Run",40.719229999999996,-122.02525,24.0,38.0,31.0,8.0,1014.0,0.0
632,Sloane Fire,37,San Diego,"off Sloane Canyon Road at Dehesa Road, east of El Cajon",32.7789,-116.8516,20.0,31.0,28.0,3.0,1011.0,0.0
633,Road Fire,20,Madera,"Road 400 and Road 33, 7 miles east of Madera ",37.02081,-119.95136000000001,23.0,43.0,37.0,11.0,1011.0,0.0
634,5 Fire,19,Los Angeles,"I-5, North of Lake Hughes Rd, Community of Cataic ",34.29931,-118.37539,18.0,29.0,25.0,3.0,1011.0,0.0
635,Ribbonwood Fire,37,San Diego,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",32.679,-116.29296000000001,13.0,29.0,25.0,6.0,1010.0,0.0
636,Portola Fire,33,Riverside,"De Portola Road east of Pauba Road, Temecula",33.50488,-117.02131999999999,12.0,27.0,23.0,11.0,1015.0,0.0
637,Edwards Fire,1,Alameda,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",37.77982,-122.169,22.0,32.0,28.0,4.0,1011.0,0.0
638,Refuge Fire,28,Napa,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",38.68347,-122.2654,8.0,27.0,23.0,6.0,1019.0,0.0
639,Mule Fire,17,Lake,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",39.01748,-122.49327,19.0,35.0,29.0,5.0,1012.0,0.0
640,Globe Fire,54,Tulare,"Globe Dr, Springville",36.108579999999996,-118.81979,21.0,39.0,34.0,6.0,1014.0,0.0
641,Blue Fire,12,Humboldt,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",40.88516,-123.96843999999999,9.0,20.0,15.0,18.0,1019.0,0.0
642,Seine Fire,36,San Bernardino,"off Piedmont Drive and Seine Avenue, Highland",34.139,-117.199,25.0,36.0,33.0,5.0,1011.0,0.0
643,City Fire,16,Kings,"off of Hwy 41 & I-5, south of Kettleman City",35.983000000000004,-119.91508,11.0,28.0,23.0,3.0,1015.0,0.0
644,Nacimiento Fire,27,Monterey,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",35.77082,-120.92482,8.0,18.0,15.0,12.0,1013.0,0.0
645,Longhorn Fire,33,Riverside,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",33.88994,-116.91023,9.0,24.0,17.0,13.0,1019.0,0.0
646,Sway Fire,12,Humboldt,"Swayback Ridge, 5 southwest of Mad River",40.39799,-123.57562,16.0,39.0,33.0,1.0,1016.0,0.0
647,Willms Fire,50,Stanislaus,10 miles east of Oakdale,37.81827,-120.65763999999999,16.0,36.0,30.0,8.0,1014.0,0.0
648,Bodega Fire,49,Sonoma,"Bodega Ave and Nosecchi Rd., east of Petaluma",38.26294,-122.71998,22.0,35.0,29.0,5.0,1014.0,0.0
649,Lakeland Fire,4,Butte,"Off Lakeland Blvd & Feather River, east of Oroville ",39.53944,-121.54722,14.0,34.0,28.0,7.0,1016.0,0.0
650,Panoche Fire,10,Fresno,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,36.61332,-120.7109,15.0,33.0,27.0,11.0,1018.0,0.0
651,Ramblin Fire,22,Mariposa,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",37.41231,-119.87465,3.0,17.0,12.0,7.0,1009.0,0.0
652,Corner Fire,45,Shasta,HWY 299 just south of HWY 89 near Cassel,40.92602,-121.5935,15.0,35.0,28.0,5.0,1017.0,0.0
653,Lonoak Fire,27,Monterey,"Lonoak Road and Airline Road, east of King City",36.2771,-120.94328,5.0,22.0,16.0,11.0,1018.0,0.0
654,Matz Fire,36,San Bernardino,"Big Morongo Canyon Preserve, Morongo Valley",34.04412,-116.55326000000001,20.0,31.0,29.0,9.0,1011.0,0.0
655,Rusty Fire,10,Fresno,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",36.96642,-119.58292,11.0,27.0,23.0,3.0,1017.0,0.0
656,Paskenta Fire ,52,Tehama,Round Valley Rd and Paskenta Rd in Paskenta ,39.87983,-122.5415,18.0,37.0,32.0,4.0,1014.0,0.0
657,Greenhorn Fire,29,Nevada,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",39.16826,-120.95498,18.0,35.0,30.0,9.0,1017.0,0.0
658,Alvarado Fire,27,Monterey,Alvarado Rd and Wunpost in the community of Bradley,35.946999999999996,-120.87491999999999,15.0,30.0,26.0,7.0,1013.0,0.0
659,Lombardi Fire,5,Calaveras,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",38.199059999999996,-120.83483999999999,11.0,28.0,23.0,2.0,1018.0,0.0
660,66 Fire,33,Riverside,Avenue 66 and Hwy 111 near community of Mecca,33.56777,-116.08003000000001,9.0,26.0,22.0,15.0,1013.0,0.0
661,Drum Fire,42,Santa Barbara,"off Drum Canyon Rd, south of Los Alamos",34.71796,-120.27077,9.0,18.0,14.0,14.0,1013.0,0.0
662,Coast Fire,42,Santa Barbara,"off the 3500 Block of Highway 1, south east of Lompoc",34.605358,-120.414875,11.0,22.0,17.0,14.0,1016.0,0.0
663,Desabla Fire,4,Butte,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",39.8629,-121.6268,12.0,33.0,28.0,3.0,1011.0,0.0
664,Moraga Fire,33,Riverside,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",33.97155,-117.44148,13.0,26.0,23.0,4.0,1012.0,0.0
665,Milton Fire,50,Stanislaus,off Milton Road and Sonora Road north of Woodward Reservoir Park,37.89532,-120.84748,12.0,27.0,21.0,5.0,1018.0,0.0
666,Woodland Fire,9,El Dorado,"Woodland Court, Community of Oak Hill",38.69775,-120.73756999999999,17.0,32.0,28.0,4.0,1013.0,0.0
667,Rosado Fire,9,El Dorado,"off Rosado Rd, El Dorado Hills ",38.67474,-121.06088000000001,17.0,35.0,30.0,6.0,1013.0,0.0
668,Pacific Fire,4,Butte,"off Pacific Heights Road, west of Palermo",39.44257,-121.60683,22.0,36.0,31.0,8.0,1014.0,0.4
669,Shandon Fire,40,San Luis Obispo,"Off Lucy Brown Rd, in Shandon",35.6879,-120.3317,8.0,18.0,13.0,8.0,1007.0,0.5
670,Jameson Fire,33,Riverside,"Jameson Rd and Clay Canyon Dr., south of Corona",33.7866,-117.5048,17.0,30.0,27.0,2.0,1018.0,0.0
671,Independence Fire,49,Sonoma,"Independence Lane, 2 miles south of Geyserville",38.702890000000004,-122.90217,15.0,35.0,28.0,4.0,1017.0,0.0
672,Lisa Fire,33,Riverside,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",33.913089,-117.09623300000001,16.0,31.0,27.0,3.0,1011.0,0.0
673,Dexter Fire,22,Mariposa,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",37.768879999999996,-120.15846,12.0,23.0,19.0,6.0,1014.0,0.0
674,Shaver Fire,10,Fresno,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",37.10067,-119.32108999999998,13.0,24.0,20.0,11.0,1016.0,0.0
675,Sandra Fire,3,Amador,"Butte Mountain road, 3 miles east of Jackson",38.34421,-120.72273999999999,25.0,41.0,36.0,7.0,1014.0,0.0
676,Rincon Fire,19,Los Angeles,"off Hwy 39 & East Fork Ave, north of Azusa",34.23925,-117.85181999999999,27.0,31.0,29.0,6.0,1014.0,0.0
677,Grizzly Fire,29,Nevada,"off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City",39.36902,-120.97586000000001,15.0,32.0,27.0,9.0,1016.0,0.0
678,Navajo Fire,33,Riverside,"West 7th Street and Park Avenue, Perris",33.77896,-117.24091000000001,17.0,33.0,28.0,3.0,1014.0,0.0
679,Rebie Fire,4,Butte,"Off Rebie way and Forbestown Rd, south east of Lake Oroville",39.50475,-121.33785,14.0,34.0,28.0,4.0,1013.0,0.0
680,Lambs Fire,33,Riverside,"Manzanita Park and Roadrunner Dr., near Beaumont",33.90965,-116.9669,19.0,34.0,30.0,3.0,1009.0,0.0
681,Shirleon Fire ,33,Riverside,"Old Banning Idyllwild Road & Mount Edna Road, Banning",33.87107,-116.88096999999999,19.0,30.0,27.0,6.0,1010.0,0.0
682,Twenty Fire,58,Yuba,"off Hwy 20 and Escheman Ln, East of Brown",39.23205,-121.376,12.0,30.0,24.0,6.0,1014.0,0.0
683,Champagne Fire,15,Kern,10 miles West of Rosamond,34.87128,-118.35296000000001,12.0,32.0,27.0,7.0,1016.0,0.0
684,Moreno Fire,33,Riverside,Ironwood Avenue and Moreno Beach Drive,33.94673,-117.17773000000001,19.0,33.0,29.0,3.0,1013.0,0.0
685,Soledad Fire,27,Monterey,"Highway 101 & Front Street, north of Soledad ",36.44141,-121.34695,4.0,17.0,14.0,13.0,1017.0,0.0
686,Pressley Fire (Central LNU Complex),49,Sonoma,east of Rohnert Park,38.36685,-122.64001,14.0,27.0,21.0,22.0,1010.0,0.0
687,Partrick Fire (Central LNU Complex),28,Napa,"off Partrick Rd, west of Napa",38.318020000000004,-122.39052,15.0,26.0,22.0,4.0,1010.0,0.0
688,Rattlesnake Fire,22,Mariposa,Hwy 120 and Big Oak Flat Road near Foresta,37.73596,-119.78256,11.0,20.0,17.0,5.0,1015.0,0.0
689,Clear Complex (merged into Eclipse Complex),47,Siskiyou,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",41.702,-123.508,11.0,36.0,26.0,5.0,1013.0,0.0
690,Warner Mountain Lightning,25,Modoc,Warner Mountain Ranger District on the Modoc National Forest,41.338,-120.304,17.0,34.0,30.0,11.0,1015.0,0.0
691,Klamath Fire,47,Siskiyou,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",41.86609,-122.73031,15.0,29.0,26.0,5.0,1016.0,0.0
692, Cristianitos Fire,37,San Diego,off Cristianitos Rd. and Talega Rd.,33.43513,-117.58252,15.0,24.0,22.0,2.0,1011.0,0.0
693,Salmon-August Complex ,47,Siskiyou,"14 miles west of Etna, California in the Marble Mountain Wilderness",41.841,-123.47399999999999,12.0,34.0,27.0,3.0,1015.0,0.0
694,King Incident,54,Tulare,"Hwy 201 & Rd 36, Community of Kings River",36.51912,-119.50606,23.0,44.0,37.0,10.0,1010.0,0.0
