,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
857,15,2018,Riverside,33,5/4/2018,1/4/2019,0,33.467999,-117.003829,FALSE,"Hwy 79 & Woodchuck Road, Temecula",Woodchuck Fire,100,CA,14,Unidentified,0,29,15,25,1,1020,0
858,14,2018,San Diego,37,8/6/2018,1/4/2019,0,33.05737,-116.77154,FALSE,"off Old Julian Highway and Creek Hollow, west of Ramona",Casner Fire,100,CA,14,Unidentified,0,34,21,30,2,1010,0
859,14,2018,Lassen,18,7/14/2018,1/4/2019,0,39.99309,-120.02137,FALSE,"off Homestead Ranch Road, southeast of Doyle ",3-2 Fire,100,CA,14,Unidentified,0,33,15,26,5,1017,0
860,14,2018,Yolo,57,6/1/2018,1/4/2019,0,38.64953,-122.01762,FALSE,"County Road 25 and County Road 86A, community of Madison north of Winters       ",Madison FIre,100,CA,14,Unidentified,0,30,12,24,3,1018,0
861,13,2018,Shasta,45,9/4/2018,1/4/2019,0,40.678889,-122.400556,FALSE,"Ranchera Road and Hill Boulevard, Shasta Lake City",Ranchera Fire,100,CA,14,Unidentified,0,31,20,27,6,1013,0
862,13,2018,San Diego,37,7/20/2018,1/4/2019,0,33.04898,-116.78928,TRUE,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",Cinnamon Fire,100,CA,14,Unidentified,1,27,21,25,6,1013,0
863,13,2018,Fresno,10,6/2/2018,1/4/2019,0,36.10499,-120.55324,FALSE,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",Coldwell Fire,100,CA,14,Unidentified,0,31,17,26,5,1016,0
864,12,2018,San Bernardino,36,7/13/2018,1/4/2019,0,34.171786,-117.35606,FALSE,Muscoy,Gray Fire,100,CA,14,Unidentified,0,35,23,32,6,1015,0
865,12,2018,Madera,20,7/10/2018,1/4/2019,0,37.22791,-119.50461,FALSE,"in the area of Road 230 and Road 225, North Fork",School Fire,100,CA,14,Unidentified,0,33,21,30,5,1016,0
866,12,2018,Siskiyou,47,6/4/2018,1/4/2019,0,41.64805,-122.98442,FALSE,"Meamber Creek Road, 8 miles west of Fort Jones",Meamber Fire,100,CA,14,Unidentified,0,23,8,19,6,1016,0
867,12,2018,San Luis Obispo,40,6/3/2018,1/4/2019,0,35.75737,-120.91793,FALSE,"Lake Nacimiento, 10 miles west of Paso Robles",Resort Fire,100,CA,14,Unidentified,0,30,18,26,3,1013,0
868,12,2018,Napa,28,5/21/2018,1/4/2019,0,38.16303,-122.23059,FALSE,"American Canyon Rd, East of American Canyon",Bellagio Fire,100,CA,14,Unidentified,0,22,10,19,5,1012,0
869,12,2018,San Diego,37,5/10/2018,1/4/2019,0,33.12213,-116.58759,FALSE,"Volcan Road and Farmer Road, north of the community of Julian",Volcan Fire,100,CA,14,Unidentified,0,34,10,25,15,1009,0
870,11,2018,Butte,4,7/10/2018,1/4/2019,0,39.66492,-121.51772,FALSE,"south of Rich Gulch, near Lake Oroville",Dark Fire,100,CA,14,Unidentified,0,35,18,30,8,1018,0
871,11,2018,Madera,20,7/9/2018,1/4/2019,0,37.19817,-119.80414,FALSE,"Cornerstone Court, Yosemite Lakes",Cornerstone Fire,100,CA,14,Unidentified,0,34,16,29,6,1017,0
872,11,2018,Riverside,33,6/3/2018,1/4/2019,0,33.47413,-117.31468,FALSE,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",Grande Fire,100,CA,14,Unidentified,0,32,16,26,1,1012,0
873,10,2018,Santa Cruz,44,11/16/2018,1/4/2019,0,37.12857,-122.12036,FALSE,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",Bear Fire ,100,CA,14,Unidentified,0,24,14,19,5,1018,0
874,10,2018,Humboldt,12,11/12/2018,1/4/2019,0,40.888785,-124.001849,FALSE,off Highway 299 in the area of Green Hill,Green Hill Fire,100,CA,14,Unidentified,0,19,10,15,7,1025,0
875,10,2018,Butte,4,10/15/2018,1/4/2019,0,39.93427,-121.54103,FALSE,"Upper Powellton Rd and Skyway, north of Stirling City",Powellton Fire,100,CA,14,Unidentified,0,24,9,18,12,1024,0
876,10,2018,Riverside,33,8/19/2018,1/4/2019,0,33.627006,-117.171731,FALSE,off Scenic View Drive and Keller Road,Keller Fire,100,CA,14,Unidentified,0,31,23,28,3,1014,0
877,10,2018,Napa,28,8/9/2018,1/4/2019,0,38.27229,-122.26389,FALSE,Napa Vallejo Highway and Syar Industrial Way,Syar Fire,100,CA,14,Unidentified,0,35,18,29,5,1014,0
878,10,2018,Siskiyou,47,7/17/2018,1/4/2019,0,41.632373,-122.37985,FALSE,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",Lott Fire,100,CA,14,Unidentified,0,35,17,30,1,1017,0
879,10,2018,San Diego,37,7/6/2018,1/4/2019,0,32.619855,-116.764733,FALSE,off Highway 94 and Community Building Road near Dulzura,Building Fire,100,CA,14,Unidentified,0,39,25,36,4,1013,0
880,10,2018,Butte,4,6/29/2018,1/4/2019,0,39.6139,-121.954098,FALSE,"at the Llano Seco Ranch, south of Chico",Llano Fire,100,CA,14,Unidentified,0,37,19,32,7,1014,0
881,10,2018,Monterey,27,6/19/2018,1/4/2019,0,35.77017,-120.57833,FALSE,"Ranchita Canyon Road, southwest of the town of Parkfield",Ranchita Fire,100,CA,14,Unidentified,0,30,16,26,1,1016,0
882,10,2018,Sonoma,49,6/5/2018,1/4/2019,0,38.245151,-122.44408,FALSE,"Hwy 12 and Broadway, Schellville ",Pallet Fire,100,CA,14,Unidentified,0,25,10,21,7,1012,0
883,10,2018,Riverside,33,6/2/2018,1/4/2019,0,33.45014,-117.22215,FALSE,"Calle Jardin  and Calle Uva, Temecula",Jardin Fire,100,CA,14,Unidentified,0,27,15,23,1,1013,0
884,10,2018,Riverside,33,5/28/2018,1/4/2019,0,33.53924,-116.10231,FALSE,"Highway 86 Expressway and Avenue 70, Thermal",70th Fire,100,CA,14,Unidentified,0,35,14,30,11,1011,0
885,0,2018,Butte,4,11/29/2018,1/4/2019,0,39.71217,-121.77385,TRUE,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",Honey Flooding,100,CA,14,Unidentified,0,12,8,10,18,1000,9.6
886,1806,2019,Ventura,56,10/30/2019,11/2/2019,0,34.282179,-118.803389,FALSE,"West Easy Street and West Los Angeles Avenue, Simi Valley",Easy Fire,100,CA,14,Unidentified,0,15,8,12,10,1016,0
887,605,2019,Tehama,52,10/27/2019,10/28/2019,0,40.00171,-122.25421,FALSE,"Gyle Road and Long Dirt Road, Northwest of Corning",Rawson Fire,100,CA,14,Unidentified,0,20,8,15,37,1015,0
888,494,2019,Riverside,33,10/30/2019,11/2/2019,0,34.01778,-117.4625,TRUE,"Granite Hill and Pyrite Street, in Jurupa Valley ",Hill Fire ,100,CA,14,Unidentified,0,19,12,15,7,1018,0
889,289,2019,Monterey,"27,40",10/9/2019,10/11/2019,0,35.79069,-120.73102,FALSE,Indian Valley Road and Monterey County Line near Camp Robert's,Cross Fire,100,CA,14,Unidentified,0,24,11,18,3,1011,0
890,137,2019,Fresno,10,10/18/2019,10/19/2019,0,36.319291,-120.460189,FALSE,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",Mud Fire ,100,CA,2,Equipment Use,0,20,8,15,13,1015,0
891,75,2019,Riverside,33,10/10/2019,10/12/2019,0,33.8615,-116.897333,FALSE,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",Wolf Fire,100,CA,14,Unidentified,0,24,11,19,4,1010,0
892,40,2019,Contra Costa,7,10/10/2019,10/10/2019,0,37.828267,-122.103867,FALSE,"Merrill Circle N and Merrill Dr, Moraga",Merrill Fire,100,CA,11,Powerline,0,24,14,19,9,1013,0
893,35,2019,Stanislaus,50,7/18/2019,7/18/2019,0,37.420988,-121.371276,FALSE,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",Rains Fire,100,CA,14,Unidentified,0,39,18,33,5,1013,0
894,27,2019,Calaveras,5,7/18/2019,7/20/2019,0,38.115224,-120.78068,FALSE,near the Whiskey Creek Day Use area of New Hogan Lake,Whiskey Fire,100,CA,14,Unidentified,0,36,13,31,6,1013,0
895,26,2019,San Bernardino,36,8/3/2019,8/4/2019,0,34.202883,-116.4449,FALSE,Off La Barisa Dr & Hwy 247 in Landers,La Barisa Fire,100,CA,14,Unidentified,0,39,27,35,7,1011,0
896,22,2019,El Dorado,9,9/29/2019,9/29/2019,0,38.538467,-120.965105,FALSE,Chaparral Drive and Latrobe Road in Latrobe,Chaparral Fire,100,CA,14,Unidentified,0,18,6,13,6,1011,0.1
897,22,2019,Alameda,1,7/12/2019,7/12/2019,0,37.093243,-121.586846,FALSE,"patterson pass and mid way, eastern",Mid Fire,100,CA,14,Unidentified,0,31,14,26,5,1014,0
898,77758,2019,Sonoma,49,10/23/2019,11/6/2019,4,38.792458,-122.780053,TRUE,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",Kincade Fire,100,CA,14,Unidentified,434,32,14,25,6,1017,0
899,14217,2019,Modoc,25,7/28/2019,8/11/2019,0,41.79591,-121.260305,FALSE,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",Tucker Fire,100,CA,14,Unidentified,0,32,9,26,8,1021,0
900,10296,2019,Inyo,14,9/6/2019,11/21/2019,0,37.034,-118.345,TRUE,south west of Big Pine and north west of Aberdeen,Taboose Fire,100,CA,14,Unidentified,0,19,9,15,4,1017,0
901,9999,2019,Ventura,56,10/31/2019,11/6/2019,0,34.302212,-118.997115,TRUE,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",Maria Fire ,100,CA,14,Unidentified,4,25,9,16,21,1023,0
902,8838,2019,Tehama,52,9/5/2019,9/13/2019,0,40.12,-122.64,TRUE,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",Red Bank Fire,100,CA,14,Unidentified,2,36,18,30,11,1014,0.4
903,8799,2019,Los Angeles,19,10/10/2019,10/31/2019,8,34.32988,-118.48161,TRUE,"Saddle Ridge Rd, Sylmar",Saddle Ridge Fire,100,CA,14,Unidentified,107,23,13,20,6,1011,0
904,3380,2019,Lassen,18,8/28/2019,9/4/2019,0,40.593,-120.581,FALSE,"Hagata Canyon, east of Eagle Lake",R-1 Fire,100,CA,1,Lightning,0,32,14,25,4,1012,0
905,3126,2019,Santa Barbara,42,11/25/2019,12/14/2019,0,34.5025,-119.785,FALSE,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,Cave Fire (No Longer a CAL FIRE Incident),100,CA,7,Arson,0,22,9,16,7,1015,0
906,2438,2019,Lassen,18,8/24/2019,8/27/2019,0,39.892222,-120.029722,FALSE,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",Long Valley Fire ,100,CA,14,Unidentified,0,30,11,24,3,1012,0
907,1926,2019,Riverside,33,9/4/2019,9/14/2019,3,33.528469,-117.273157,TRUE,"Tenaja Road and Clinton Keith Road, in La Cresta",Tenaja,100,CA,1,Lightning,2,34,21,30,2,1010,0
908,1764,2019,San Luis Obispo,40,6/12/2019,6/24/2019,0,35.66318,-120.41128,FALSE,"Highway 46 East and McMillan Canyon Road, North of Shandon",McMillan Fire,100,CA,14,Unidentified,0,32,17,28,5,1014,0
909,1507,2019,Mexico,62,8/16/2019,8/17/2019,0,32.573437,-116.658735,FALSE,"City of Tecate, southeast of San Diego ",Border 8 Fire,100,CA,14,Unidentified,0,32,21,28,2,1011,0
910,1350,2019,Sutter,51,6/8/2019,6/17/2019,0,39.28926,-121.85906,FALSE,"North Butte Rd & West Butte Rd, northeast of Colusa",West Butte Fire,100,CA,14,Unidentified,0,28,15,24,23,1018,0
911,1127,2019,San Luis Obispo,40,6/5/2019,6/11/2019,0,35.343761,-119.913717,FALSE,"off Highway 58 and Boulder Creek Road, California Valley",Boulder Fire,100,CA,14,Unidentified,0,34,24,31,3,1013,0
912,1020,2019,Lassen,18,8/8/2019,8/11/2019,0,40.943799,-120.275298,FALSE,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",W1 McDonald Fire,100,CA,14,Unidentified,0,27,9,23,4,1013,0
913,974,2019,San Luis Obispo,40,7/8/2019,7/9/2019,0,35.63111111,-120.2691667,FALSE,Gillis Canyon and South East of Shandon,Gillis Fire,100,CA,14,Unidentified,0,27,12,22,6,1015,0
914,835,2019,San Luis Obispo,40,5/29/2019,6/3/2019,0,35.30759,-119.96498,FALSE,"Belmont & Costa Mesa Rd, In California Valley",Belmont Fire,100,CA,14,Unidentified,0,23,13,20,4,1013,0
915,757,2019,Contra Costa,7,8/3/2019,8/6/2019,0,37.908362,-121.872941,FALSE,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",Marsh Complex,100,CA,14,Unidentified,0,34,18,28,10,1015,0
916,745,2019,Los Angeles,19,10/28/2019,11/5/2019,0,34.098191,-118.478717,FALSE,East Sepulveda Blvd and I-405 near Los Angeles City ,Getty Fire ,100,CA,11,Powerline,0,26,17,21,6,1015,0
917,703,2019,Mendocino,23,10/27/2019,11/3/2019,0,39.22431,-123.12887,FALSE,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",Burris Fire,100,CA,14,Unidentified,0,20,4,13,5,1010,0
918,525,2019,Riverside,33,6/21/2019,6/24/2019,0,33.919507,-117.103765,FALSE,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",Jerry Fire,100,CA,14,Unidentified,0,21,14,18,6,1009,0
919,448,2019,San Diego,37,8/1/2019,8/3/2019,0,32.575556,-117.026667,FALSE,"Off Airway Road and Caliente Ave, in San Ysidro ",Caliente Fire,100,CA,14,Unidentified,0,28,20,25,6,1014,0
920,420,2019,Santa Barbara,42,10/17/2019,10/21/2019,0,34.484722,-120.190833,FALSE,Calle Real & Hwy 101 west of El Capitan ,Real Fire,100,CA,14,Unidentified,0,23,10,18,14,1011,0
921,350,2019,Riverside,33,10/10/2019,10/13/2019,0,33.975405,-117.207068,TRUE,"Reche Canyon Rd and Jordan Dr, Moreno Valley",Reche Fire,100,CA,14,Unidentified,2,25,12,20,4,1011,0
922,328,2019,Riverside,33,10/31/2019,11/3/2019,0,33.985972,-117.414111,FALSE,"5300 block of 46th Street, East Jurupa Valley ",46 Fire,100,CA,14,Unidentified,0,25,13,20,9,1024,0
923,300,2019,Butte,4,9/28/2019,9/28/2019,0,39.622137,-121.693472,FALSE,"Off of Hwy 99 and Hwy 149, Southeast of Chico",Hwy Fire,100,CA,11,Powerline,0,20,11,16,7,1007,0
924,283,2019,San Joaquin,39,7/3/2019,7/5/2019,0,37.63206,-121.538382,FALSE,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",Hollow Fire,100,CA,10,Vehicle,0,28,15,24,11,1013,0
925,280,2019,Trinity,53,9/7/2019,9/12/2019,0,41.150392,-122.634108,FALSE,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",Rams Horn Fire,100,CA,14,Unidentified,0,28,13,23,4,1018,0
926,279,2019,Ventura,56,9/1/2019,9/5/2019,0,34.71011,-119.3547,FALSE,3 miles northwest of Reyes Creek,Snail Fire,100,CA,14,Unidentified,0,29,19,26,7,1012,0
927,263,2019,Lassen,18,7/5/2019,7/6/2019,0,40.679318,-120.392768,FALSE,"Snowstorm Rd, south of Ravendale",Snowstorm Fire,100,CA,2,Equipment Use,0,27,10,23,6,1016,0
928,260,2019,Lassen,18,9/6/2019,9/11/2019,0,44.734,-120.606,FALSE,"North of Fredonyer Peak, southwest of Termo",R-6 Fire,100,CA,14,Unidentified,0,26,13,21,6,1017,0.2
929,257,2019,Tulare,54,6/2/2019,6/11/2019,0,36.18479,-118.99229,FALSE,"Off Rd 256 & Ave 220, east of Strathmore",Citrus Fire,100,CA,14,Unidentified,0,29,17,25,7,1010,0.7
930,250,2019,Riverside,33,9/7/2019,9/8/2019,0,33.9369,-117.3063,FALSE,"Kangaroo Court and River Ridge Drive, Riverside ",Sycamore Fire,100,CA,1,Lightning,0,32,24,29,1,1014,0
931,244,2019,Trinity,53,9/5/2019,9/18/2019,0,40.062304,-123.222196,FALSE,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",Henthorne Fire,100,CA,14,Unidentified,0,32,14,25,4,1014,0.5
932,227,2019,Siskiyou,47,9/7/2019,9/26/2019,0,41.4929742,-123.2129356,FALSE,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",Kidder 2 Fire,100,CA,14,Unidentified,0,26,0,16,1,1019,0
933,225,2019,Mendocino,23,8/12/2019,8/17/2019,3,39.005262,-123.195306,TRUE,Off Moose Rd & Bus McGall Rd northwest of Hopland,Moose Fire,100,CA,14,Unidentified,0,32,10,26,5,1016,0
934,220,2019,San Luis Obispo,40,9/21/2019,9/27/2019,4,35.214364,-120.455883,TRUE,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",Lopez Fire,100,CA,14,Unidentified,24,27,15,22,5,1013,0
935,214,2019,Riverside,33,6/29/2019,6/30/2019,0,33.911,-116.980528,FALSE,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",Wolf Fire ,100,CA,14,Unidentified,0,28,16,25,4,1013,0
936,213,2019,Madera,20,7/15/2019,7/16/2019,0,37.016944,-119.934167,FALSE,"Off Road 33 and Highway 145, Bonadelle",Madera Fire ,100,CA,14,Unidentified,0,40,18,33,21,1016,0
937,210,2019,Merced,24,6/29/2019,7/2/2019,0,37.312877,-120.242411,FALSE,"Off of Merced Fall Road and La Grange Road, East of Snelling",Merced Fire ,100,CA,14,Unidentified,0,33,13,27,14,1017,0
938,210,2019,Santa Clara,43,6/9/2019,6/11/2019,0,37.21638,-121.70768,FALSE,"Malech Rd & Bailey Rd, South San Jose",Malech Fire,100,CA,14,Unidentified,0,34,16,28,4,1015,0
939,207,2019,Siskiyou,47,6/17/2019,6/24/2019,0,39.28926,-121.85906,FALSE,"off Highway 96 and Lumgrey Road, West of Gottsville",Lumgrey Fire,100,CA,14,Unidentified,0,40,17,31,8,1009,0
940,202,2019,Stanislaus,50,7/15/2019,7/16/2019,0,37.944751,-120.84372,FALSE,"Off of Milton Road and Highway 4, North of Oakdale ",Milton Fire ,100,CA,14,Unidentified,0,38,17,31,10,1016,0
941,200,2019,San Bernardino,36,10/31/2019,11/5/2019,0,34.183,-117.285,FALSE,"off of W 59th and Hill Dr, in San Bernardino National Forest",Hillside Fire,100,CA,14,Unidentified,0,20,6,15,12,1025,0
942,200,2019,Contra Costa,7,10/27/2019,10/28/2019,0,37.99136,-121.64118,FALSE,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",Cypress Complex,100,CA,14,Unidentified,0,22,13,18,12,1008,0
943,200,2019,Ventura,56,10/11/2019,10/12/2019,0,34.23955,-119.20187,FALSE,"Olivas Park Drive, near the Buenaventura Golf Course",Olivas Fire,100,CA,14,Unidentified,0,26,18,23,18,1015,0
944,200,2019,Santa Barbara,42,9/9/2019,9/14/2019,0,34.630919,-120.187368,FALSE,"McMurray Rd and Hwy 101, north of Buellton",McMurray Fire,100,CA,14,Unidentified,0,27,14,22,13,1013,0
945,193,2019,Lassen,18,7/14/2019,7/16/2019,0,40.072739,-120.158273,FALSE,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",Doyle Fire,100,CA,14,Unidentified,0,27,11,23,5,1014,0
946,190,2019,Monterey,27,7/9/2019,7/10/2019,0,35.95191,-120.8092,FALSE,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",Sargent Fire,100,CA,14,Unidentified,0,26,12,22,3,1016,0
947,172,2019,Kern,15,5/3/2019,5/8/2019,0,35.03855,-119.19454,FALSE,Off Highway 166 at Wind Wolves Preserve,Vulcan Fire,100,CA,14,Unidentified,0,24,14,22,2,1015,0
948,167,2019,Riverside,33,9/15/2019,9/22/2019,0,33.635,-116.801111,FALSE,"Bautista Road and Tripp Flats, West of Lake Hemet",Bautista Fire,100,CA,14,Unidentified,0,31,20,28,3,1012,0
949,156,2019,Shasta,45,8/15/2019,8/17/2019,0,40.484329,-122.159393,TRUE,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",Cottage Fire,100,CA,2,Equipment Use,0,40,24,35,7,1018,0
950,155,2019,Tulare,54,6/1/2019,6/11/2019,0,36.28001,-119.10974,FALSE,"Off Spruce Rd & Myer Dr, east of Exeter",Spruce Fire,100,CA,14,Unidentified,0,29,18,25,6,1011,0
951,150,2019,Contra Costa,7,10/27/2019,10/28/2019,0,38.03545,-122.2241,FALSE,"Commings Skyway and I-80, south of Crockett",Sky Fire ,100,CA,14,Unidentified,0,20,13,17,3,1008,0
952,148,2019,Placer,31,6/26/2019,6/27/2019,0,38.73817,-121.39419,FALSE,"Watt Ave & Dyer Road, northeast of Rio Linda",Dyer Fire,100,CA,14,Unidentified,0,27,14,23,12,1012,0
953,140,2019,Solano,48,10/27/2019,10/28/2019,0,38.07205,-122.22463,FALSE,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",Glencove Fire ,100,CA,14,Unidentified,0,20,13,17,3,1008,0
954,131,2019,Ventura,56,7/14/2019,7/15/2019,0,34.366111,-118.96,FALSE,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,South Fire ,100,CA,14,Unidentified,0,33,15,27,1,1013,0
955,130,2019,Riverside,33,5/18/2019,5/24/2019,0,33.650237,-116.172534,FALSE,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",Shady Fire,100,CA,14,Unidentified,0,26,9,23,16,1013,0
956,128,2019,Modoc,25,7/17/2019,7/20/2019,0,41.909,-120.306,FALSE,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",Goose 2 Fire,100,CA,14,Unidentified,0,25,9,21,9,1014,0
957,120,2019,San Diego,37,6/20/2019,6/21/2019,0,33.39684,-117.29665,TRUE,"one mile west of the DeLuz gate, Camp Pendleton",Weisgarber Fire,100,CA,14,Unidentified,0,21,16,20,3,1013,0
958,120,2019,San Luis Obispo,40,6/10/2019,6/11/2019,0,35.57376,-120.11738,FALSE,Bitterwater Road East of Paso Robles,Bitter Fire ,100,CA,14,Unidentified,0,32,22,29,2,1015,0
959,115,2019,Kern,15,4/30/2019,5/8/2019,0,35.65189,-118.92545,FALSE,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",Woody Fire,100,CA,14,Unidentified,0,23,14,19,4,1011,0
960,103,2019,Modoc,25,8/2/2019,8/2/2019,0,41.43783,-120.23976,FALSE,"County Road 48 and Highway 395, northeast of Alturas",Meadow Fire (Not a CAL FIRE incident),100,CA,9,Miscellaneous,0,29,9,25,6,1017,0
961,98,2019,Riverside,33,9/21/2019,9/22/2019,0,33.900994,-117.170588,FALSE,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",Kennedy Fire,100,CA,14,Unidentified,0,32,18,27,1,1011,0
962,97,2019,San Diego,37,10/25/2019,10/28/2019,0,33.055124,-116.742508,TRUE,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",Sawday Fire ,100,CA,15,Structure,0,30,17,25,19,1018,0
963,96,2019,Riverside,33,7/13/2019,7/13/2019,0,33.8128372,-117.1228851,FALSE,27000 block of Orange Avenue in Nuevo,Orange fire,100,CA,14,Unidentified,0,35,22,31,1,1009,0
964,94,2019,Riverside,33,8/5/2019,8/6/2019,0,33.740219,-117.333728,FALSE,"26000 Block El Toro Road, North of Lake Elsinore",Toro Fire ,100,CA,14,Unidentified,0,35,22,31,1,1012,0
965,90,2019,Shasta,45,6/26/2019,6/26/2019,0,40.41404,-122.66779,FALSE,"Trinity Alps Vista Road and Bland Road, southwest of Ono",Trinity Fire,100,CA,14,Unidentified,0,26,11,23,6,1012,0
966,81,2019,Solano,48,8/13/2019,8/13/2019,0,38.455,-121.969167,FALSE,"Off of Timm Road and Allendale Road, South of Winters ",Timm Fire ,100,CA,14,Unidentified,0,41,18,32,9,1015,0
967,80,2019,Butte,4,10/24/2019,10/24/2019,0,39.551423,-121.800538,FALSE,Between Durham and Richvale,Nelson Fire ,100,CA,2,Equipment Use,0,32,16,25,12,1020,0
968,80,2019,Riverside,33,8/25/2019,8/25/2019,0,33.77777348,-117.487578,FALSE,near Northbound Intestate 15 and Temescal Canyon,Ivy Fire,100,CA,14,Unidentified,0,33,25,30,5,1014,0
969,70,2019,Yuba,58,6/8/2019,6/17/2019,0,39.15641,-121.56363,FALSE,"Highway 20 & E 22nd Street, in Marysville",Levee Fire,100,CA,14,Unidentified,0,30,15,25,11,1018,0
970,68,2019,Tehama,52,10/9/2019,10/9/2019,0,39.847708,-122.1604,FALSE,"Inghram Road, South Corning",Corning Fire ,100,CA,14,Unidentified,0,23,11,17,12,1013,0
971,66,2019,Monterey,27,9/1/2019,9/2/2019,0,35.906482,-120.992914,FALSE,"Jolon Road and New Pleyto Road, Lockwood",Jolon Fire,100,CA,14,Unidentified,0,35,18,29,4,1013,0
972,65,2019,Placer,31,5/10/2019,5/24/2019,0,39.11536,-120.76088,FALSE,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",Sugar Fire,100,CA,14,Unidentified,0,26,9,20,12,1009,0
973,62,2019,San Mateo,41,10/24/2019,10/27/2019,0,37.166674,-122.361112,FALSE,"Highway 1 and Gazos Creek Rd, south of Pescadero",Cabrillo Fire,100,CA,14,Unidentified,0,32,20,27,5,1013,0
974,58,2019,Butte,4,9/6/2019,9/12/2019,0,39.470333,-121.412333,FALSE,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",Forbestown Fire,100,CA,14,Unidentified,0,32,15,26,8,1017,0
975,50,2019,Contra Costa,7,10/27/2019,10/28/2019,0,37.97911,-122.11092,FALSE,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",Forest Fire,100,CA,14,Unidentified,0,22,13,18,7,1008,0
976,50,2019,Sacramento,34,8/2/2019,8/2/2019,0,38.622058,-121.114095,FALSE,off White Rock Road and Prairie City Road ,Prairie Fire ,100,CA,9,Miscellaneous,0,37,16,30,9,1017,0
977,50,2019,Napa,28,6/8/2019,6/17/2019,0,38.63047,-122.47282,FALSE,"Pope Valley Rd, northeast of Calistoga",Ink Fire,100,CA,14,Unidentified,0,29,12,24,11,1017,0
978,47,2019,Santa Clara,43,7/15/2019,7/15/2019,0,37.32555556,-121.7644444,FALSE,"Off Aborn Road and Murillo Avenue, East San Jose ",Aborn Fire,100,CA,14,Unidentified,0,31,18,27,3,1016,0
979,46,2019,Shasta,45,8/12/2019,8/13/2019,0,40.46968,-122.54364,FALSE,Gas Point Rd & Lower Gas Point Rd in Igo,Lower Fire,100,CA,14,Unidentified,0,37,15,31,7,1018,0
980,45,2019,Riverside,33,5/30/2019,6/3/2019,0,33.69078,-114.57265,FALSE,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",Diversion Fire,100,CA,14,Unidentified,0,35,23,32,20,1008,0
981,44,2019,San Joaquin,39,9/5/2019,9/5/2019,0,38.017138,-120.945044,FALSE,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",Flood Fire ,100,CA,11,Powerline,0,34,17,28,4,1014,0.1
982,43,2019,Monterey,27,6/12/2019,6/17/2019,0,35.97059,-120.88241,FALSE,near San Ardo,Ardo Fire,100,CA,14,Unidentified,0,29,17,26,3,1014,0
983,42,2019,Los Angeles,19,10/21/2019,10/31/2019,0,34.055768,-118.554091,FALSE,"North Palisades Dr., Pacific Palisades",Palisades Fire,100,CA,10,Vehicle,0,30,21,27,14,1015,0
